company_id,week,postings
C0033,9,106
C0033,10,144
C0033,11,138
C0033,12,133
C0033,13,135
C0033,14,137
C0033,15,121
C0033,16,148
C0033,17,112
C0033,18,155
C0033,19,149
C0033,20,113
C0033,21,128
C0033,22,146
C0033,23,121
C0033,24,125
C0033,25,121
C0033,26,141
C0034,1,47
C0034,2,61
C0034,3,39
C0034,4,51
C0034,5,45
C0034,6,42
C0034,7,39
C0034,8,51
C0034,9,44
C0034,10,50
C0034,11,51
C0034,12,42
C0034,13,54
C0034,14,43
C0034,15,30
C0034,16,43
C0034,17,29
C0034,18,32
C0034,19,33
C0034,20,36
C0034,21,29
C0034,22,34
C0034,23,48
C0034,24,38
C0034,25,37
C0034,26,28
C0035,1,100
C0035,2,101
C0035,3,87
C0035,4,103
C0035,5,98
C0035,6,95
C0035,7,85
C0035,8,90
C0035,9,92
C0035,10,105
C0035,11,81
C0035,12,99
C0035,13,101
C0035,14,80
C0035,15,90
C0035,16,90
C0035,17,103
C0035,18,100
C0035,19,108
C0035,20,93
C0035,21,90
C0035,22,99
C0035,23,85
C0035,24,87
C0035,25,97
C0035,26,95
C0036,1,29
C0036,2,34
C0036,3,39
C0036,4,29
C0036,5,48
C0036,6,41
C0036,7,52
C0036,8,37
C0036,9,41
C0036,10,30
C0036,11,38
C0036,12,30
C0036,13,44
C0036,14,48
C0036,15,29
C0036,16,29
C0036,17,45
C0036,18,47
C0036,19,55
C0036,20,42
C0036,21,39
C0036,22,39
C0036,23,36
C0036,24,41
C0036,25,35
C0036,26,31
C0037,1,24
C0037,2,18
C0037,3,20
C0037,4,27
C0037,5,14
C0037,6,21
C0037,7,26
C0037,8,22
C0037,9,20
C0037,10,23
C0037,11,31
C0037,12,23
C0037,13,20
C0037,14,31
C0037,15,21
C0037,16,18
C0037,17,18
C0037,18,16
C0037,19,23
C0037,20,13
C0037,21,16
C0037,22,13
C0037,23,18
C0037,24,13
C0037,25,13
C0037,26,15
C0038,1,58
C0038,2,57
C0038,3,61
C0038,4,44
C0038,5,82
C0038,6,66
C0038,7,47
C0038,8,70
C0038,9,64
C0038,10,27
C0038,11,33
C0038,12,18
C0038,13,31
C0038,14,37
C0038,15,31
C0038,16,24
C0038,17,32
C0038,18,28
C0038,19,16
C0038,20,19
C0038,21,24
C0038,22,33
C0038,23,22
C0038,24,21
C0038,25,29
C0038,26,25
C0039,1,44
C0039,2,68
C0039,3,74
C0039,4,65
C0039,5,58
C0039,6,67
C0039,7,58
C0039,8,75
C0039,9,57
C0039,10,61
C0039,11,59
C0039,12,69
C0039,13,58
C0039,14,54
C0039,15,70
C0039,16,74
C0039,17,79
C0039,18,54
C0039,19,64
C0039,20,48
C0039,21,48
C0039,22,45
C0039,23,57
C0039,24,66
C0039,25,71
C0039,26,58
C0040,1,61
C0040,2,60
C0040,3,53
C0040,4,55
C0040,5,41
C0040,6,55
C0040,7,47
C0040,8,60
C0040,9,54
C0040,10,57
C0040,11,41
C0040,12,60
C0040,13,55
C0040,14,48
C0040,15,62
C0040,16,44
C0040,17,54
C0040,18,47
C0040,19,38
C0040,20,33
C0040,21,36
C0040,22,23
C0040,23,35
C0040,24,29
C0040,25,29
C0040,26,24
C0041,1,19
C0041,2,22
C0041,3,26
C0041,4,32
C0041,5,22
C0041,6,20
C0041,7,18
C0041,8,15
C0041,9,32
C0041,10,17
C0041,11,22
C0041,12,24
C0041,13,17
C0041,14,18
C0041,15,17
C0041,16,12
C0041,17,22
C0041,18,23
C0041,19,15
C0041,20,24
C0041,21,22
C0041,22,12
C0041,23,33
C0041,24,35
C0041,25,23
C0041,26,34
C0042,1,33
C0042,2,37
C0042,3,30
C0042,4,34
C0042,5,32
C0042,6,27
C0042,7,28
C0042,8,30
C0042,9,24
C0042,10,33
C0042,11,24
C0042,12,29
C0042,13,30
C0042,14,36
C0042,15,36
C0042,16,33
C0042,17,25
C0042,18,36
C0042,19,31
C0042,20,28
C0042,21,24
C0042,22,36
C0042,23,33
C0042,24,31
C0042,25,33
C0042,26,23
C0043,1,48
C0043,2,32
C0043,3,44
C0043,4,37
C0043,5,46
C0043,6,50
C0043,7,58
C0043,8,48
C0043,9,44
C0043,10,42
C0043,11,34
C0043,12,40
C0043,13,42
C0043,14,37
C0043,15,45
C0043,16,49
C0043,17,38
C0043,18,41
C0043,19,26
C0043,20,38
C0043,21,37
C0043,22,54
C0043,23,31
C0043,24,44
C0043,25,43
C0043,26,35
C0044,1,51
C0044,2,45
C0044,3,56
C0044,4,34
C0044,5,40
C0044,6,40
C0044,7,33
C0044,8,39
C0044,9,52
C0044,10,42
C0044,11,35
C0044,12,39
C0044,13,29
C0044,14,40
C0044,15,24
C0044,16,47
C0044,17,40
C0044,18,39
C0044,19,17
C0044,20,20
C0044,21,17
C0044,22,18
C0044,23,15
C0044,24,27
C0044,25,32
C0044,26,26
C0045,1,62
C0045,2,47
C0045,3,72
C0045,4,57
C0045,5,45
C0045,6,73
C0045,7,41
C0045,8,46
C0045,9,51
C0045,10,45
C0045,11,57
C0045,12,55
C0045,13,54
C0045,14,68
C0045,15,39
C0045,16,64
C0045,17,45
C0045,18,64
C0045,19,68
C0045,20,71
C0045,21,50
C0045,22,42
C0045,23,55
C0045,24,51
C0045,25,37
C0045,26,58
C0046,1,68
C0046,2,60
C0046,3,56
C0046,4,66
C0046,5,64
C0046,6,65
C0046,7,50
C0046,8,64
C0046,9,59
C0046,10,62
C0046,11,33
C0046,12,37
C0046,13,30
C0046,14,31
C0046,15,30
C0046,16,38
C0046,17,33
C0046,18,37
C0046,19,47
C0046,20,26
C0046,21,44
C0046,22,34
C0046,23,38
C0046,24,41
C0046,25,39
C0046,26,40
C0047,1,63
C0047,2,58
C0047,3,50
C0047,4,78
C0047,5,62
C0047,6,67
C0047,7,82
C0047,8,54
C0047,9,56
C0047,10,73
C0047,11,48
C0047,12,61
C0047,13,61
C0047,14,69
C0047,15,64
C0047,16,53
C0047,17,70
C0047,18,69
C0047,19,52
C0047,20,55
C0047,21,57
C0047,22,51
C0047,23,71
C0047,24,59
C0047,25,59
C0047,26,53
C0048,1,32
C0048,2,32
C0048,3,35
C0048,4,25
C0048,5,28
C0048,6,42
C0048,7,53
C0048,8,40
C0048,9,32
C0048,10,29
C0048,11,35
C0048,12,17
C0048,13,34
C0048,14,36
C0048,15,35
C0048,16,44
C0048,17,27
C0048,18,35
C0048,19,29
C0048,20,33
C0048,21,27
C0048,22,44
C0048,23,29
C0048,24,32
C0048,25,36
C0048,26,38
C0049,1,21
C0049,2,22
C0049,3,8
C0049,4,15
C0049,5,20
C0049,6,25
C0049,7,22
C0049,8,26
C0049,9,18
C0049,10,20
C0049,11,17
C0049,12,17
C0049,13,15
C0049,14,16
C0049,15,18
C0049,16,16
C0049,17,19
C0049,18,10
C0049,19,21
C0049,20,20
C0049,21,21
C0049,22,16
C0049,23,16
C0049,24,23
C0049,25,18
C0049,26,28
C0050,1,13
C0050,2,17
C0050,3,11
C0050,4,10
C0050,5,3
C0050,6,0
C0050,7,10
C0050,8,13
C0050,9,18
C0050,10,18
C0050,11,14
C0050,12,16
C0050,13,15
C0050,14,16
C0050,15,20
C0050,16,21
C0050,17,20
C0050,18,14
C0050,19,8
C0050,20,15
C0050,21,8
C0050,22,19
C0050,23,13
C0050,24,15
C0050,25,23
C0050,26,17
C0051,1,45
C0051,2,85
C0051,3,47
C0051,4,57
C0051,5,58
C0051,6,46
C0051,7,69
C0051,8,53
C0051,9,55
C0051,10,69
C0051,11,47
C0051,12,49
C0051,13,50
C0051,14,42
C0051,15,55
C0051,16,57
C0051,17,55
C0051,18,58
C0051,19,60
C0051,20,41
C0051,21,24
C0051,22,32
C0051,23,21
C0051,24,33
C0051,25,24
C0051,26,29
C0052,1,27
C0052,2,32
C0052,3,38
C0052,4,30
C0052,5,38
C0052,6,30
C0052,7,43
C0052,8,32
C0052,9,31
C0052,10,22
C0052,11,23
C0052,12,35
C0052,13,31
C0052,14,34
C0052,15,28
C0052,16,31
C0052,17,28
C0052,18,34
C0052,19,31
C0052,20,45
C0052,21,28
C0052,22,40
C0052,23,26
C0052,24,30
C0052,25,27
C0052,26,41
C0053,1,47
C0053,2,44
C0053,3,64
C0053,4,54
C0053,5,58
C0053,6,58
C0053,7,53
C0053,8,53
C0053,9,48
C0053,10,39
C0053,11,62
C0053,12,52
C0053,13,55
C0053,14,55
C0053,15,42
C0053,16,61
C0053,17,58
C0053,18,56
C0053,19,55
C0053,20,49
C0053,21,54
C0053,22,38
C0053,23,69
C0053,24,70
C0053,25,57
C0053,26,59
C0054,1,58
C0054,2,46
C0054,3,47
C0054,4,40
C0054,5,39
C0054,6,40
C0054,7,35
C0054,8,50
C0054,9,46
C0054,10,30
C0054,11,44
C0054,12,51
C0054,13,44
C0054,14,54
C0054,15,58
C0054,16,50
C0054,17,51
C0054,18,44
C0054,19,41
C0054,20,51
C0054,21,48
C0054,22,37
C0054,23,39
C0054,24,42
C0054,25,22
C0054,26,48
C0055,1,21
C0055,2,20
C0055,3,11
C0055,4,29
C0055,5,24
C0055,6,28
C0055,7,26
C0055,8,22
C0055,9,22
C0055,10,22
C0055,11,20
C0055,12,17
C0055,13,24
C0055,14,25
C0055,15,24
C0055,16,24
C0055,17,19
C0055,18,24
C0055,19,13
C0055,20,23
C0055,21,24
C0055,22,29
C0055,23,24
C0055,24,12
C0055,25,24
C0055,26,21
C0056,1,54
C0056,2,49
C0056,3,51
C0056,4,45
C0056,5,49
C0056,6,46
C0056,7,51
C0056,8,35
C0056,9,44
C0056,10,30
C0056,11,22
C0056,12,33
C0056,13,17
C0056,14,30
C0056,15,19
C0056,16,20
C0056,17,21
C0056,18,20
C0056,19,23
C0056,20,28
C0056,21,27
C0056,22,23
C0056,23,29
C0056,24,14
C0056,25,22
C0056,26,17
C0057,1,41
C0057,2,33
C0057,3,40
C0057,4,34
C0057,5,46
C0057,6,61
C0057,7,24
C0057,8,50
C0057,9,45
C0057,10,40
C0057,11,40
C0057,12,43
C0057,13,43
C0057,14,55
C0057,15,18
C0057,16,37
C0057,17,20
C0057,18,33
C0057,19,24
C0057,20,26
C0057,21,26
C0057,22,25
C0057,23,28
C0057,24,29
C0057,25,29
C0057,26,27
C0058,1,23
C0058,2,20
C0058,3,24
C0058,4,18
C0058,5,20
C0058,6,15
C0058,7,25
C0058,8,33
C0058,9,27
C0058,10,29
C0058,11,28
C0058,12,21
C0058,13,27
C0058,14,24
C0058,15,24
C0058,16,20
C0058,17,33
C0058,18,20
C0058,19,16
C0058,20,20
C0058,21,25
C0058,22,24
C0058,23,24
C0058,24,20
C0058,25,32
C0058,26,27
C0059,1,43
C0059,2,61
C0059,3,47
C0059,4,56
C0059,5,48
C0059,6,59
C0059,7,61
C0059,8,51
C0059,9,50
C0059,10,56
C0059,11,45
C0059,12,46
C0059,13,48
C0059,14,46
C0059,15,61
C0059,16,47
C0059,17,60
C0059,18,57
C0059,19,42
C0059,20,59
C0059,21,54
C0059,22,46
C0059,23,63
C0059,24,52
C0059,25,60
C0059,26,53
C0060,1,25
C0060,2,34
C0060,3,30
C0060,4,56
C0060,5,49
C0060,6,44
C0060,7,45
C0060,8,51
C0060,9,44
C0060,10,38
C0060,11,35
C0060,12,38
C0060,13,39
C0060,14,53
C0060,15,57
C0060,16,60
C0060,17,53
C0060,18,33
C0060,19,55
C0060,20,44
C0060,21,47
C0060,22,48
C0060,23,56
C0060,24,50
C0060,25,55
C0060,26,47
C0061,1,39
C0061,2,28
C0061,3,38
C0061,4,45
C0061,5,25
C0061,6,17
C0061,7,31
C0061,8,26
C0061,9,27
C0061,10,28
C0061,11,27
C0061,12,40
C0061,13,38
C0061,14,38
C0061,15,46
C0061,16,26
C0061,17,15
C0061,18,44
C0061,19,33
C0061,20,31
C0061,21,20
C0061,22,23
C0061,23,36
C0061,24,31
C0061,25,18
C0061,26,26
C0062,1,30
C0062,2,28
C0062,3,38
C0062,4,39
C0062,5,40
C0062,6,32
C0062,7,29
C0062,8,52
C0062,9,40
C0062,10,38
C0062,11,28
C0062,12,44
C0062,13,22
C0062,14,32
C0062,15,44
C0062,16,42
C0062,17,26
C0062,18,22
C0062,19,34
C0062,20,18
C0062,21,15
C0062,22,18
C0062,23,12
C0062,24,12
C0062,25,12
C0062,26,13
C0063,1,65
C0063,2,62
C0063,3,63
C0063,4,72
C0063,5,50
C0063,6,63
C0063,7,55
C0063,8,65
C0063,9,57
C0063,10,62
C0063,11,69
C0063,12,61
C0063,13,54
C0063,14,52
C0063,15,50
C0063,16,64
C0063,17,67
C0063,18,53
C0063,19,40
C0063,20,50
C0063,21,59
C0063,22,47
C0063,23,39
C0063,24,51
C0063,25,38
C0063,26,58
C0064,1,14
C0064,2,20
C0064,3,16
C0064,4,21
C0064,5,8
C0064,6,20
C0064,7,19
C0064,8,11
C0064,9,12
C0064,10,16
C0064,11,15
C0064,12,19
C0064,13,10
C0064,14,13
C0064,15,27
C0064,16,13
C0064,17,15
C0064,18,16
C0064,19,16
C0064,20,23
C0064,21,14
C0064,22,21
C0064,23,13
C0064,24,21
C0064,25,16
C0064,26,16
C0065,1,25
C0065,2,18
C0065,3,32
C0065,4,30
C0065,5,32
C0065,6,23
C0065,7,19
C0065,8,27
C0065,9,25
C0065,10,28
C0065,11,27
C0065,12,25
C0065,13,25
C0065,14,21
C0065,15,28
C0065,16,20
C0065,17,24
C0065,18,25
C0065,19,30
C0065,20,24
C0065,21,28
C0065,22,28
C0065,23,32
C0065,24,29
C0065,25,29
C0065,26,33
C0066,1,15
C0066,2,26
C0066,3,35
C0066,4,25
C0066,5,23
C0066,6,27
C0066,7,31
C0066,8,36
C0066,9,28
C0066,10,34
C0066,11,35
C0066,12,23
C0066,13,25
C0066,14,22
C0066,15,35
C0066,16,19
C0066,17,22
C0066,18,27
C0066,19,24
C0066,20,29
C0066,21,15
C0066,22,12
C0066,23,30
C0066,24,14
C0066,25,21
C0066,26,12
C0067,1,32
C0067,2,39
C0067,3,31
C0067,4,33
C0067,5,30
C0067,6,24
C0067,7,36
C0067,8,42
C0067,9,33
C0067,10,40
C0067,11,35
C0067,12,18
C0067,13,28
C0067,14,25
C0067,15,38
C0067,16,21
C0067,17,29
C0067,18,19
C0067,19,18
C0067,20,18
C0067,21,16
C0067,22,25
C0067,23,16
C0067,24,13
C0067,25,14
C0067,26,12
C0068,1,32
C0068,2,20
C0068,3,23
C0068,4,20
C0068,5,22
